,id,event_id,type_id,event_name,period_id,min,sec,team_id,outcome,x,y,timestamp,last_modified,version,player_id,keypass,competition_id,game_id,home_team_id,home_team_name,away_team_id,away_team_name,competition_name,season_id,276,328,388,391,Assisted,Big Chance,Blocked x co-ordinate,Blocked y co-ordinate,Box-centre,Close left,From corner,GK X Coordinate,GK Y Coordinate,Goal mouth y co-ordinate,Goal mouth z co-ordinate,Head,High right,Individual Play,Intentional assist,Left,Not past goal line,Out of box-centre,Regular play,Related event ID,Right,Right footed,Set piece,Standing,Swerve Right,Throw-in set piece,Volley,Weak,Zone,assist,Box-left,High,Left footed,Close right,Free kick,Strong,Close high,35+ right,Close right and high,Swerve Left,35+ centre,Box-right,Box-deep left,High left,Small box-right,233,Fast break,Keeper Saved,314,Close left and high,Small box-left,Small box-centre,Out of box-right,389,Out of box-deep right,Other body part,35+ left,Out of box-left,Out of box-deep left,Box-deep right
3,2249340491,502,13,Miss,2,61,13,666,1,74.2,43.7,2020-12-27T16:22:10.938,2020-12-29T09:00:51,1609232451976,245882,-,99,2133259,6644,FC Famalicão,666,Gil Vicente,Portuguese Primeira Liga,2020,,sim,-,-,-,-,,,-,-,sim,99.3,49.6,52.6,88.9,-,-,sim,-,,,sim,-,-,,sim,,sim,-,,sim,,Center,,,sim,-,,,,,,,-,,-,,-,,,,,,,,,,,,,,,,
4,2249347763,686,13,Miss,2,86,45,666,1,85.5,46.2,2020-12-27T16:47:42.973,2020-12-29T10:13:06,1609236787155,249823,-,99,2133259,6644,FC Famalicão,666,Gil Vicente,Portuguese Primeira Liga,2020,,sim,-,sim,sim,-,,,sim,-,-,99.1,50.7,64.0,40.3,-,-,-,sim,,,-,sim,684,,sim,,sim,-,,sim,,Center,,,-,-,,,,,,,sim,,-,,sim,,,,,,,,,,,,,,,,
5,2249348171,698,13,Miss,2,88,19,666,1,88.5,41.2,2020-12-27T16:49:16.295,2020-12-29T10:16:16,1609236977583,226274,-,99,2133259,6644,FC Famalicão,666,Gil Vicente,Portuguese Primeira Liga,2020,,sim,-,-,-,sim,,,sim,-,-,95.8,53.4,50.1,68.1,-,-,-,-,,,-,sim,-,,-,,sim,-,,-,,Center,,,sim,sim,,,,,,,-,,-,,-,,,,,,,,,,,,,,,,
0,2291309871,186,13,Miss,1,18,51,740,1,77.1,48.9,2021-04-25T15:19:34.730,2021-04-28T07:51:47,1619592705439,80353,1,99,2133425,196,Boavista,740,Marítimo,Portuguese Primeira Liga,2020,,sim,-,,-,,,,-,,sim,98.9,48.9,62.0,19.4,-,-,sim,-,sim,,sim,-,-,,-,,sim,,,,,Center,-,,,sim,-,,,,,,,,-,,,,,,,,,,,,,,,,,,
1,2291309923,187,13,Miss,1,18,52,740,1,85.2,50.7,2021-04-25T15:19:36.181,2021-04-28T07:51:51,1619592710399,175877,-,99,2133425,196,Boavista,740,Marítimo,Portuguese Primeira Liga,2020,,-,-,,sim,,,,sim,,sim,99.0,49.6,64.7,34.7,-,-,sim,-,sim,,-,-,186,,-,,sim,,,,,Center,-,,,sim,-,,,,,,,,-,,,,,,,,,,,,,,,,,,
2,2291311459,182,13,Miss,1,20,1,196,1,88.0,43.9,2021-04-25T15:20:45.199,2021-04-28T08:38:47,1619595521675,228492,-,99,2133425,196,Boavista,740,Marítimo,Portuguese Primeira Liga,2020,,sim,sim,,sim,,,,sim,,-,98.9,48.9,87.6,4.2,sim,-,-,sim,sim,,-,sim,181,,-,,-,,,,,Center,-,,,-,-,,,,,,,,-,,,,,,,,,,,,,,,,,,
3,2291364211,545,13,Miss,2,61,18,196,1,81.3,77.9,2021-04-25T16:19:32.385,2021-04-28T08:11:04,1619593864692,209041,-,99,2133425,196,Boavista,740,Marítimo,Portuguese Primeira Liga,2020,,-,-,,sim,,,,-,,-,99.0,51.4,35.5,63.9,-,sim,sim,-,-,,sim,sim,544,,sim,,sim,,,,,Center,-,,,-,-,,,,,,,,-,,,,,,,,,,,,,,,,,,
4,2291370755,636,13,Miss,2,71,52,196,1,93.7,49.4,2021-04-25T16:30:05.796,2021-04-28T10:53:48,1619603620571,228492,-,99,2133425,196,Boavista,740,Marítimo,Portuguese Primeira Liga,2020,,sim,sim,,sim,,,,sim,,-,99.1,50.4,51.1,76.4,sim,-,-,sim,-,,-,sim,634,,-,,-,,,,,Center,-,,,-,-,,,,,,,,-,,,,,,,,,,,,,,,,,,
5,2291371411,640,13,Miss,2,72,55,740,1,87.8,29.1,2021-04-25T16:31:08.814,2021-07-15T12:50:38,1626349837905,103741,-,99,2133425,196,Boavista,740,Marítimo,Portuguese Primeira Liga,2020,,sim,-,,sim,,,,-,,-,98.8,46.6,43.2,23.6,-,-,-,sim,-,,-,sim,639,,-,,sim,,,,,Center,-,,,sim,sim,,,,,,,,sim,,,,,,,,,,,,,,,,,,
6,2291373445,668,13,Miss,2,75,54,196,1,76.8,29.5,2021-04-25T16:34:07.972,2021-04-28T07:55:59,1619592959404,209041,-,99,2133425,196,Boavista,740,Marítimo,Portuguese Primeira Liga,2020,,-,-,,sim,,,,-,,-,98.5,48.7,60,8.3,-,-,sim,-,sim,,sim,sim,667,,sim,,sim,,,,,Center,-,,,-,-,,,,,,,,-,,,,,,,,,,,,,,,,,,
7,2291377423,707,13,Miss,2,81,33,740,1,91.7,48.7,2021-04-25T16:39:47.075,2021-04-28T10:53:52,1619603620590,436844,-,99,2133425,196,Boavista,740,Marítimo,Portuguese Primeira Liga,2020,,sim,sim,,sim,,,,sim,,sim,98.9,49.8,38.2,47.2,sim,sim,-,sim,-,,-,-,706,,-,,-,,,,,Center,-,,,-,-,,,,,,,,-,,,,,,,,,,,,,,,,,,
8,2291381335,760,13,Miss,2,87,10,196,1,88.0,66.6,2021-04-25T16:45:23.955,2021-07-15T12:57:56,1626350276116,469205,-,99,2133425,196,Boavista,740,Marítimo,Portuguese Primeira Liga,2020,,sim,-,,sim,,,,-,,-,98.9,51.8,61.7,26.4,-,-,-,sim,sim,,-,sim,759,,-,,sim,,,,,Center,-,,,sim,-,,,,,,,,-,,,,,,,,,,,,,,,,,,
9,2291381841,764,13,Miss,2,87,55,740,1,92.1,28.9,2021-04-25T16:46:08.915,2021-04-28T08:13:59,1619594039608,202620,-,99,2133425,196,Boavista,740,Marítimo,Portuguese Primeira Liga,2020,,sim,-,,sim,,,,-,,-,99.1,46.2,41.5,30.6,-,-,-,sim,-,,-,sim,763,,sim,,sim,,,,,Center,-,,,-,sim,,,,,,,,sim,,,,,,,,,,,,,,,,,,
0,2265846643,67,13,Miss,1,8,3,3217,1,88.3,64.8,2021-02-17T21:54:26.936,2021-02-19T09:22:22,1613726543234,183492,-,99,2133290,371,Vitória Guimarães,3217,SC Farense,Portuguese Primeira Liga,2020,,sim,-,,sim,,,,-,,-,98.6,52.7,53.4,68.1,-,,-,sim,,,-,sim,66,,-,-,sim,-,,,,Center,-,,,sim,-,,,-,,,,,-,,,,,,,,,,,,,,,,,,
1,2265849729,270,13,Miss,1,29,34,371,1,92.4,55.5,2021-02-17T22:15:57.756,2021-02-20T09:58:18,1613815080212,220191,-,99,2133290,371,Vitória Guimarães,3217,SC Farense,Portuguese Primeira Liga,2020,,sim,sim,,sim,,,,sim,,sim,99.0,50.9,82.2,9.7,sim,,-,sim,,,-,-,268,,-,-,-,-,,,,Center,-,,,-,-,,,-,,,,,-,,,,,,,,,,,,,,,,,,
2,2265850595,334,13,Miss,1,39,3,371,1,86.1,31.6,2021-02-17T22:25:26.671,2021-02-19T09:28:59,1613726936248,216056,-,99,2133290,371,Vitória Guimarães,3217,SC Farense,Portuguese Primeira Liga,2020,,-,-,,-,,,,-,,-,98.6,47.7,41.8,19.4,-,,-,-,,,-,sim,-,,sim,-,sim,-,,,,Center,-,,,-,sim,,,-,,,,,sim,,,,,,,,,,,,,,,,,,
3,2265851039,302,13,Miss,1,42,49,3217,1,68.4,30.7,2021-02-17T22:29:12.173,2021-02-19T09:33:31,1613727207718,116213,-,99,2133290,371,Vitória Guimarães,3217,SC Farense,Portuguese Primeira Liga,2020,,-,-,,-,,,,-,,-,99.0,49.3,42.7,20.8,-,,-,-,,,sim,-,-,,-,-,sim,sim,,,,Center,-,,,sim,sim,,,-,,,,,-,,,,,,,,,,,,,,,,,,
4,2265851177,379,13,Miss,1,44,11,371,1,89.9,35.1,2021-02-17T22:30:34.938,2021-02-20T09:56:42,1613815002844,174592,-,99,2133290,371,Vitória Guimarães,3217,SC Farense,Portuguese Primeira Liga,2020,,-,-,,sim,,,,-,,-,99.7,48.2,42.0,5.6,-,,sim,-,,,-,sim,377,,-,-,sim,-,,,,Center,-,,,sim,sim,,,-,,,,,sim,,,,,,,,,,,,,,,,,,
5,2265851409,323,13,Miss,1,45,14,3217,1,86.7,58.9,2021-02-17T22:31:37.636,2021-02-20T09:57:56,1613815076640,440280,-,99,2133290,371,Vitória Guimarães,3217,SC Farense,Portuguese Primeira Liga,2020,,sim,sim,,sim,,,,sim,,-,99.0,51.3,67.4,43.1,sim,,-,sim,,,-,-,322,,-,sim,-,-,,,,Center,-,,,-,-,,,-,,,,,-,,,,,,,,,,,,,,,,,,
6,2265854131,431,13,Miss,2,48,8,371,1,89.4,41.9,2021-02-17T22:52:07.416,2021-02-19T09:25:30,1613726730647,209883,-,99,2133290,371,Vitória Guimarães,3217,SC Farense,Portuguese Primeira Liga,2020,,sim,sim,,sim,,,,sim,,-,99.5,47.7,44.4,58.3,sim,,-,sim,,,-,sim,429,,-,-,-,-,,,,Center,-,,,-,-,,,sim,,,,,-,,,,,,,,,,,,,,,,,,
7,2265854913,476,13,Miss,2,53,27,371,1,82.2,44.9,2021-02-17T22:57:25.788,2021-02-19T09:33:13,1613727193428,216056,-,99,2133290,371,Vitória Guimarães,3217,SC Farense,Portuguese Primeira Liga,2020,,sim,-,,-,,,,-,,-,93.7,47.1,43.5,20.8,-,,sim,-,,,sim,-,-,,sim,sim,sim,-,,,,Center,-,,,-,sim,,,-,,,,,-,,,,,,,,,,,,,,,,,,
8,2265857401,690,13,Miss,2,77,2,371,1,88.5,45.0,2021-02-17T23:21:00.757,2021-02-19T09:22:50,1613726570127,232016,-,99,2133290,371,Vitória Guimarães,3217,SC Farense,Portuguese Primeira Liga,2020,,sim,sim,,sim,,,,sim,,-,98.6,48.6,43.7,15.3,sim,,-,sim,,,-,-,689,,-,sim,-,-,,,,Center,-,,,-,sim,,,-,,,,,-,,,,,,,,,,,,,,,,,,
9,2265858273,763,13,Miss,2,85,40,371,1,81.6,44.3,2021-02-17T23:29:39.176,2021-02-19T09:34:33,1613727272596,217993,-,99,2133290,371,Vitória Guimarães,3217,SC Farense,Portuguese Primeira Liga,2020,,sim,-,,sim,,,,-,,-,98.9,49.3,43.7,41.7,-,,sim,sim,,,sim,sim,762,,sim,-,sim,sim,,,,Center,-,,,-,-,,,-,,,,,-,,,,,,,,,,,,,,,,,,
10,2265858753,809,13,Miss,2,90,2,371,1,90.6,57.1,2021-02-17T23:34:00.653,2021-02-19T09:39:28,1613727568146,457992,-,99,2133290,371,Vitória Guimarães,3217,SC Farense,Portuguese Primeira Liga,2020,,sim,-,,sim,,,,sim,,-,98.4,51.1,50.8,56.9,-,,-,sim,,,-,sim,808,,-,-,sim,-,,,,Center,-,,,sim,-,,,sim,,,,,-,,,,,,,,,,,,,,,,,,
11,2265859561,845,13,Miss,2,91,35,371,1,78.8,45.4,2021-02-17T23:35:34.584,2021-02-19T09:42:30,1613727750039,174592,-,99,2133290,371,Vitória Guimarães,3217,SC Farense,Portuguese Primeira Liga,2020,,sim,-,,-,,,,-,,sim,98.6,50,29.4,8.3,-,,sim,-,,,sim,-,-,,-,-,sim,-,,,,Center,-,,,sim,-,,,-,,,,,-,,,,,,,,,,,,,,,,,,
0,2300943117,198,13,Miss,1,18,16,251,1,70.8,58.5,2021-05-19T20:21:08.064,2021-05-20T15:38:48,1621521528232,437626,-,99,2133469,371,Vitória Guimarães,251,Benfica,Portuguese Primeira Liga,2020,,-,,,sim,,,,-,,,95.9,51.4,39.3,79.2,-,sim,sim,-,-,,sim,sim,196,-,sim,-,,,,,,Center,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,
1,2300944541,220,13,Miss,1,20,17,251,1,90.9,35.9,2021-05-19T20:23:08.929,2021-05-20T15:41:26,1621521686438,116631,-,99,2133469,371,Vitória Guimarães,251,Benfica,Portuguese Primeira Liga,2020,,-,,,sim,,,,-,,,98.2,46.0,71.8,2.8,-,-,-,sim,sim,,-,sim,218,-,sim,-,,,,,,Center,-,,,,,,,,,,,,sim,,,,,,,,,,,,,,,,,,
2,2300950313,275,13,Miss,1,28,51,251,1,73.6,70.3,2021-05-19T20:31:43.461,2021-05-20T15:53:28,1621522408212,447203,-,99,2133469,371,Vitória Guimarães,251,Benfica,Portuguese Primeira Liga,2020,,-,,,sim,,,,-,,,98.5,50.9,40.7,9.7,-,-,sim,-,-,,sim,sim,273,sim,sim,-,,,,,,Center,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,
3,2300959805,410,13,Miss,1,41,50,251,1,91.3,52.6,2021-05-19T20:44:42.450,2021-05-20T16:16:35,1621523795546,437626,-,99,2133469,371,Vitória Guimarães,251,Benfica,Portuguese Primeira Liga,2020,,sim,,,sim,,,,sim,,,98.5,50.9,41.0,69.4,-,sim,-,sim,-,,-,sim,408,-,sim,-,,,,,,Center,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,
4,2300971445,547,13,Miss,2,53,20,251,1,89.9,48.2,2021-05-19T21:17:36.200,2021-05-20T19:25:26,1621535126244,60841,-,99,2133469,371,Vitória Guimarães,251,Benfica,Portuguese Primeira Liga,2020,,sim,,,sim,,,,sim,,,99.0,49.8,37.1,8.3,sim,-,-,sim,-,,-,-,546,sim,-,sim,,,,,,Center,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,
5,2300973795,504,13,Miss,2,59,6,371,1,91.4,37.5,2021-05-19T21:23:22.195,2021-05-20T19:37:42,1621535862375,88775,-,99,2133469,371,Vitória Guimarães,251,Benfica,Portuguese Primeira Liga,2020,,sim,,,sim,,,,sim,,,99.0,47.1,70.1,6.9,sim,-,-,sim,sim,,-,-,503,-,-,sim,,,,,,Center,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,
6,2300977255,688,13,Miss,2,66,35,251,1,85.8,24.4,2021-05-19T21:30:50.877,2021-05-20T20:04:50,1621537490361,116631,-,99,2133469,371,Vitória Guimarães,251,Benfica,Portuguese Primeira Liga,2020,,-,,,sim,,,,-,,,98.8,49.1,69.2,6.9,-,-,sim,-,sim,,-,sim,687,-,sim,-,,,,,,Center,-,,,,,,,,,,,,sim,,,,,,,,,,,,,,,,,,
7,2300980197,617,13,Miss,2,72,41,371,1,89.2,56.5,2021-05-19T21:36:57.793,2021-05-20T20:19:27,1621538367135,222751,-,99,2133469,371,Vitória Guimarães,251,Benfica,Portuguese Primeira Liga,2020,,sim,,,sim,,,,sim,,,99.4,49.6,51.8,61.1,sim,-,-,sim,-,,-,-,615,-,-,-,,,,,,Center,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,
0,2247518513,79,13,Miss,1,6,59,201,1,94.6,57.2,2020-12-20T20:07:51.983,2020-12-23T09:01:45,1608714105080,204152,-,99,2133255,201,FC Porto,2003,CD Nacional,Portuguese Primeira Liga,2020,,sim,sim,-,sim,,-,-,-,,sim,98.9,51.8,10.8,18.1,sim,,-,sim,-,-,-,-,77,sim,-,,-,,,-,,Center,-,-,,-,,,,,,,,,-,,,,,,,,,,,,,,,,,,
1,2247522233,147,13,Miss,1,12,21,201,1,86.6,53.0,2020-12-20T20:13:14.527,2020-12-23T07:11:13,1608707471584,149736,-,99,2133255,201,FC Porto,2003,CD Nacional,Portuguese Primeira Liga,2020,,sim,sim,-,sim,,89.1,58.5,sim,,sim,99.1,49.5,75.0,18.1,sim,,-,sim,sim,sim,-,-,146,-,-,,-,,,-,,Center,-,-,,-,,,,,,,,,-,,,,,,,,,,,,,,,,,,
2,2247533279,292,13,Miss,1,28,0,201,1,87.6,66.0,2020-12-20T20:28:53.166,2020-12-23T09:01:44,1608714103794,120188,-,99,2133255,201,FC Porto,2003,CD Nacional,Portuguese Primeira Liga,2020,,sim,-,-,-,,91.9,54.5,-,,-,99.0,52.5,32.9,2.8,-,,-,-,-,sim,-,-,-,sim,-,,sim,,,-,,Center,-,sim,,sim,,,,,,,,,-,,,,,,,,,,,,,,,,,,
3,2247533565,299,13,Miss,1,28,28,201,1,84.6,42.5,2020-12-20T20:29:20.631,2020-12-23T06:41:16,1608705674951,202604,-,99,2133255,201,FC Porto,2003,CD Nacional,Portuguese Primeira Liga,2020,,sim,-,-,-,,-,-,sim,,-,98.5,48.0,48.9,84.7,-,,-,-,-,-,-,sim,-,-,sim,,sim,,,sim,,Center,-,-,,-,,,,,,,,,-,,,,,,,,,,,,,,,,,,
4,2247594593,768,13,Miss,2,47,11,2003,1,74.6,42.4,2020-12-20T21:06:22.086,2020-12-23T07:11:28,1608707474297,434708,-,99,2133255,201,FC Porto,2003,CD Nacional,Portuguese Primeira Liga,2020,,sim,-,-,-,,83.3,50.2,-,,-,98.2,49.5,63.4,1.4,-,,sim,-,sim,sim,sim,sim,-,-,sim,,sim,,,-,,Center,-,-,,-,,,,,,,,,-,,,,,,,,,,,,,,,,,,
5,2247558899,508,13,Miss,2,48,59,201,1,90.6,29.8,2020-12-20T21:08:09.820,2020-12-23T06:34:40,1608705278948,78638,-,99,2133255,201,FC Porto,2003,CD Nacional,Portuguese Primeira Liga,2020,,sim,-,-,sim,,-,-,-,,-,98.9,47.3,40.5,23.6,-,,-,sim,-,-,-,sim,507,sim,sim,,sim,,,-,,Center,-,-,,-,,,,,,,,,sim,,,,,,,,,,,,,,,,,,
6,2247560595,541,13,Miss,2,51,43,201,1,91.8,34.9,2020-12-20T21:10:53.746,2020-12-23T09:01:39,1608714098865,204152,-,99,2133255,201,FC Porto,2003,CD Nacional,Portuguese Primeira Liga,2020,,sim,-,sim,sim,,93.3,35.0,-,,sim,99.0,47.1,31.3,11.1,-,,-,sim,-,sim,-,-,540,sim,sim,,sim,,,sim,,Center,-,-,,-,,,,,,,,,sim,,,,,,,,,,,,,,,,,,
7,2247566851,625,13,Miss,2,59,39,201,1,70.1,32.1,2020-12-20T21:18:49.689,2020-12-23T09:01:13,1608714073670,442845,-,99,2133255,201,FC Porto,2003,CD Nacional,Portuguese Primeira Liga,2020,,-,-,-,sim,,-,-,-,,-,98.0,47.5,68.2,90.3,-,,sim,-,-,-,sim,sim,623,-,-,,sim,,,-,,Center,-,-,,sim,,,,,,,,,-,,,,,,,,,,,,,,,,,,
8,2247573063,701,13,Miss,2,68,29,201,1,85.2,53.2,2020-12-20T21:27:40.415,2020-12-23T06:37:28,1608705532303,120188,-,99,2133255,201,FC Porto,2003,CD Nacional,Portuguese Primeira Liga,2020,,-,sim,-,sim,,-,-,sim,,-,99.3,49.6,38.3,9.7,-,,sim,sim,-,-,-,sim,700,sim,sim,,-,,,sim,,Center,-,-,,-,,,,,,,,,-,,,,,,,,,,,,,,,,,,
9,2247577885,753,13,Miss,2,75,22,201,1,84.7,43.7,2020-12-20T21:34:32.855,2020-12-23T06:30:11,1608705011005,202604,-,99,2133255,201,FC Porto,2003,CD Nacional,Portuguese Primeira Liga,2020,,-,-,-,-,,-,-,sim,,-,98.4,49.1,40.7,5.6,-,,-,-,-,-,-,sim,-,sim,-,,sim,,,-,,Center,-,-,,sim,,,,,,,,,-,,,,,,,,,,,,,,,,,,
10,2247581847,657,13,Miss,2,82,31,2003,1,88.4,37.1,2020-12-20T21:41:41.849,2020-12-23T06:39:59,1608705599575,226002,-,99,2133255,201,FC Porto,2003,CD Nacional,Portuguese Primeira Liga,2020,,sim,-,sim,sim,,-,-,sim,,-,99.9,50.4,41.7,12.5,-,,-,sim,-,-,-,-,656,-,sim,,sim,,,sim,,Center,-,-,,-,,,,,,,,,-,,,,,,,,,,,,,,,,,,
11,2247584515,716,13,Miss,2,88,4,2003,1,88.1,71.8,2020-12-20T21:47:14.504,2020-12-23T07:17:16,1608707832417,200604,-,99,2133255,201,FC Porto,2003,CD Nacional,Portuguese Primeira Liga,2020,,sim,-,-,sim,,88.1,69.0,-,,-,99.3,52.7,0.8,4.2,-,,-,sim,-,sim,-,sim,715,sim,-,,sim,,,sim,,Center,-,sim,,sim,,,,,,,,,-,,,,,,,,,,,,,,,,,,
12,2247586097,892,13,Miss,2,91,6,201,1,81.2,34.5,2020-12-20T21:50:16.822,2020-12-23T06:53:50,1608706429904,178867,-,99,2133255,201,FC Porto,2003,CD Nacional,Portuguese Primeira Liga,2020,,-,-,-,sim,,-,-,-,,-,96.3,47.3,61.7,6.9,-,,sim,sim,sim,-,sim,sim,891,-,sim,,sim,,,-,,Center,-,-,,-,,,,,,,,,-,,,,,,,,,,,,,,,,,,
0,2250921095,45,13,Miss,1,4,41,1981,1,76.5,67.4,2021-01-03T19:05:50.171,2021-01-06T03:49:43,1609904982234,229680,-,99,2133269,1981,Paços de Ferreira,2847,Rio Ave,Portuguese Primeira Liga,2020,,sim,,,-,,83.7,65.5,-,,,98.2,50.5,67.1,6.9,,-,sim,-,sim,sim,sim,sim,-,,sim,,sim,,,sim,,Center,-,,-,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,
1,2250922165,79,13,Miss,1,8,19,1981,1,87.9,35.7,2021-01-03T19:09:28.832,2021-01-06T03:55:07,1609905306577,103841,-,99,2133269,1981,Paços de Ferreira,2847,Rio Ave,Portuguese Primeira Liga,2020,,-,,,sim,,-,-,-,,,99.5,48.2,66.4,4.2,,-,-,sim,sim,-,-,sim,78,,sim,,sim,,,-,,Center,-,,-,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,
2,2250922251,82,13,Miss,1,8,41,1981,1,74.9,50.5,2021-01-03T19:09:50.710,2021-01-06T03:55:39,1609905339184,436806,-,99,2133269,1981,Paços de Ferreira,2847,Rio Ave,Portuguese Primeira Liga,2020,,-,,,sim,,-,-,-,,,98.5,51.4,49.6,69.4,,-,sim,-,-,-,sim,sim,84,,sim,,sim,,,-,,Center,-,,sim,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,
3,2250922433,102,13,Miss,1,9,27,2847,1,86.3,65.3,2021-01-03T19:10:36.257,2021-01-06T08:38:14,1609922294557,229666,-,99,2133269,1981,Paços de Ferreira,2847,Rio Ave,Portuguese Primeira Liga,2020,,-,,,sim,,-,-,-,,,99.1,51.1,38.3,54.2,,sim,sim,-,-,-,-,sim,100,,sim,,sim,,,-,,Center,-,,-,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,
4,2250925951,204,13,Miss,1,21,20,1981,1,93.2,40.6,2021-01-03T19:22:29.248,2021-01-06T03:53:34,1609905213255,250689,-,99,2133269,1981,Paços de Ferreira,2847,Rio Ave,Portuguese Primeira Liga,2020,,sim,,,sim,,97.7,72.2,sim,,,99.0,49.5,87.9,5.6,,-,sim,sim,sim,sim,-,sim,203,,sim,,sim,,,-,,Center,-,,-,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,
5,2250926479,237,13,Miss,1,23,10,1981,1,74.6,70.5,2021-01-03T19:24:19.378,2021-01-06T03:57:09,1609905427992,247061,-,99,2133269,1981,Paços de Ferreira,2847,Rio Ave,Portuguese Primeira Liga,2020,,-,,,sim,,-,-,-,,,98.2,50.9,39.5,79.2,,sim,sim,-,-,-,sim,sim,236,,sim,,sim,,,-,,Center,-,,-,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,
6,2250928541,281,13,Miss,1,29,22,2847,1,72.7,51.5,2021-01-03T19:30:31.339,2021-01-06T04:04:41,1609905879991,423087,-,99,2133269,1981,Paços de Ferreira,2847,Rio Ave,Portuguese Primeira Liga,2020,,-,,,-,,-,-,-,,,98.5,50.5,32.8,58.3,,sim,sim,-,-,-,sim,sim,-,,sim,,sim,,,-,,Center,-,,-,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,
7,2250944807,597,13,Miss,2,63,49,1981,1,71.6,54.0,2021-01-03T20:24:45.924,2021-01-06T04:10:57,1609906261041,172988,-,99,2133269,1981,Paços de Ferreira,2847,Rio Ave,Portuguese Primeira Liga,2020,,-,,,sim,,-,-,-,,,95.4,50.4,54.1,58.3,,-,sim,-,-,-,sim,sim,596,,-,,sim,,,-,,Center,-,,-,sim,,,,sim,,,,,,,,,,,,,,,,,,,,,,,
8,2250945755,621,13,Miss,2,66,19,1981,1,80.3,31.0,2021-01-03T20:27:16.271,2021-01-06T04:16:49,1609906613269,103841,-,99,2133269,1981,Paços de Ferreira,2847,Rio Ave,Portuguese Primeira Liga,2020,,-,,,sim,,-,-,-,,,97.7,47.8,48.4,52.8,,-,sim,-,-,-,sim,sim,620,,sim,,sim,,,-,,Center,-,,-,-,,,,sim,,,,,,,,,,,,,,,,,,,,,,,
9,2250947573,681,13,Miss,2,70,35,2847,1,92.6,39.8,2021-01-03T20:31:32.558,2021-01-06T08:28:09,1609921686961,56125,-,99,2133269,1981,Paços de Ferreira,2847,Rio Ave,Portuguese Primeira Liga,2020,,sim,,,sim,,-,-,sim,,,99.0,47.7,40.2,16.7,,-,-,sim,-,-,-,-,678,,-,,sim,,,sim,,Center,-,,-,sim,,,,-,,,,,,,,,,,,,,,,,,,,,,,
10,2250951809,780,13,Miss,2,82,8,2847,1,78.5,45.6,2021-01-03T20:43:05.290,2021-01-06T08:38:15,1609922295168,59229,-,99,2133269,1981,Paços de Ferreira,2847,Rio Ave,Portuguese Primeira Liga,2020,,-,,,sim,,-,-,-,,,99.1,48.4,62.9,33.3,,-,sim,-,sim,-,sim,sim,777,,sim,,sim,,,-,,Center,-,,-,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,
11,2250952215,790,13,Miss,2,83,17,2847,1,74.2,65.3,2021-01-03T20:44:14.072,2021-01-06T04:09:33,1609906173736,246689,-,99,2133269,1981,Paços de Ferreira,2847,Rio Ave,Portuguese Primeira Liga,2020,,-,,,-,,-,-,-,,,99.4,51.1,45.9,87.5,,-,sim,-,-,-,sim,sim,-,,sim,,sim,,,-,,Center,-,,sim,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,
0,2267553199,110,13,Miss,1,7,52,251,1,73.3,47.3,2021-02-21T20:24:50.615,2021-02-23T14:50:37,1614091837242,447203,-,99,2133342,3217,SC Farense,251,Benfica,Portuguese Primeira Liga,2020,,-,,-,sim,-,-,-,-,-,-,98.1,49.5,59.7,8.3,-,,sim,-,sim,-,sim,sim,109,-,sim,,,,,-,,Center,,,,-,,,,,,,,,,,,,,-,,,,,,,,,,,,,
1,2267561865,165,13,Miss,1,18,46,3217,1,78.9,34.0,2021-02-21T20:35:44.615,2021-02-23T15:06:33,1614092793380,116213,-,99,2133342,3217,SC Farense,251,Benfica,Portuguese Primeira Liga,2020,,-,,-,sim,-,-,-,-,-,-,97.7,48.4,57.1,81.9,-,,sim,-,-,-,sim,-,164,-,-,,,,,sim,,Center,,,,sim,,,,,,,,,,,,,,sim,,,,,,,,,,,,,
2,2267566327,297,13,Miss,1,24,45,251,1,90.4,55.1,2021-02-21T20:41:43.602,2021-02-23T15:13:23,1614093203241,447203,-,99,2133342,3217,SC Farense,251,Benfica,Portuguese Primeira Liga,2020,,sim,,-,sim,sim,-,-,sim,sim,-,99.1,51.4,58.3,4.2,-,,-,sim,-,-,-,sim,296,-,sim,,,,,-,,Center,,,,-,,,,,,,,,,,,,,-,,,,,,,,,,,,,
